path,filename,extension,bytes,modified_at,sha256
intake/L-Archive/IMG_1266.HEIC,IMG_1266.HEIC,HEIC,1698196,2026-06-07T09:13:32-05:00,81a75eaa2e22f2a5c828707232a369f30cbc4084d2fb4380fe28993538f147c1
intake/L-Archive/IMG_1268.HEIC,IMG_1268.HEIC,HEIC,1632436,2026-06-07T09:14:10-05:00,61b61dd27b7baa5001ecc9a8255b0bb45f60243c13cefe6039e85ed728161284
intake/L-Archive/IMG_1269.HEIC,IMG_1269.HEIC,HEIC,8907861,2026-06-07T09:15:05-05:00,9db3be5b3e3b845d6e569e14b450d1334db48efbb8e40a3c568f05c92c96ffa3
intake/L-Archive/IMG_1270.HEIC,IMG_1270.HEIC,HEIC,8970455,2026-06-07T09:15:24-05:00,a1e3fa65eda6dc415421a6b79052d43df2b4a41aceff2303ef772fb7c24eb425
intake/L-Archive/IMG_1271.HEIC,IMG_1271.HEIC,HEIC,1652709,2026-06-07T09:15:39-05:00,3718498c4e55ba55bb939c251bcb77f5562f378da0741eab6d2597750ea8a2db
intake/L-Archive/IMG_1272.HEIC,IMG_1272.HEIC,HEIC,1565864,2026-06-07T09:16:14-05:00,8533b241ca79a8b1210fc2b8c9c4ba86a61d91af58b0359a722cc87f95c1fb6d
intake/L-Archive/IMG_1273.HEIC,IMG_1273.HEIC,HEIC,1541975,2026-06-07T09:16:33-05:00,fefe13bd164c4a63d217cce66fc686b1545a270f6219a8e5d44f891ed788c853
intake/L-Archive/IMG_1274.HEIC,IMG_1274.HEIC,HEIC,1599142,2026-06-07T09:16:53-05:00,44737564fc6ca68f907afa990e50d3495142d2b06d5a1d04dbd9337248868341
intake/L-Archive/IMG_1275.HEIC,IMG_1275.HEIC,HEIC,1616321,2026-06-07T09:17:50-05:00,cfc0697d227e4a887efcb19149756b2349dbcce6ae1fe8ffa99ff9ed03c8b85c
intake/L-Archive/IMG_1276.HEIC,IMG_1276.HEIC,HEIC,1625141,2026-06-07T09:18:02-05:00,7dda48f0930a6375d994861d0cba8ecf357759f7323a97e0eb922a3286b57f9b
